X,Player,avg,gp.gs,ab,r,h,X2b,X3b,hr,rbi,tb,slg.,bb,hbp,so,gdp,ob.,sf,sh,sb.att,era,w.l,app.gs,cg,sho,sv,ip,er,b.avg,wp,bk,Year,Gametype
1369,"VERHEYLEWEGEN Jamie, UVV",0.259,8-8,27,10,7,0,0,0,3,7,0.259,8,0,1,2,0.429,0,0,2-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1370,"MINER Ryan, DSS",0.258,8-8,31,2,8,0,0,0,2,8,0.258,3,1,6,2,0.333,1,0,1-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1371,"TUHUMURY Boyd, HCA",0.244,9-9,41,6,10,2,1,0,4,14,0.341,1,0,5,0,0.262,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1372,"JONGEJANS Sven, UVV",0.238,7-7,21,4,5,1,0,0,1,6,0.286,4,1,1,0,0.37,1,1,0-0,0,0-0,1-1,0,0/0,0,2,0,0.286,0,0,"Seizoen 2016","Runner Up"
1373,"BLAAUW Jelle, HCA",0.238,8-5,21,3,5,0,0,1,4,8,0.381,3,1,4,0,0.36,0,0,3-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1374,"GABRIELS Levine, HCA",0.238,8-6,21,4,5,3,0,0,3,8,0.381,3,2,8,0,0.37,1,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1375,"DONSELAAR v Berry, TWI",0.226,9-9,31,2,7,0,0,0,1,7,0.226,3,0,10,1,0.294,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1376,"REEM v Steven, UVV",0.219,9-8,32,1,7,3,0,0,7,10,0.313,2,2,7,2,0.306,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1377,"BRYSON Denzel, TWI",0.207,8-7,29,4,6,0,0,0,2,6,0.207,2,2,12,2,0.294,1,0,1-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1378,"SANDEN vd Sven, DSS",0.182,9-9,33,5,6,3,0,0,3,9,0.273,4,0,10,1,0.27,0,0,3-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1379,"ERK v Tino, DSS",0.161,9-9,31,3,5,1,0,0,2,6,0.194,4,2,7,1,0.297,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1380,"JANSSEN Bart, TWI",0.12,9-7,25,1,3,0,0,0,0,3,0.12,1,0,7,1,0.154,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1381,"BAZUIN Mike, UVV",0.083,8-5,24,2,2,0,0,0,2,2,0.083,0,1,6,0,0.115,1,1,2-2,3,0-0,1-0,0,0/0,0,3,1,0.273,0,0,"Seizoen 2016","Runner Up"
1383,"NIEKERK Tim, HCA",1,1-0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0-0,0,0-0,4-0,0,0/0,1,3,0,0.083,1,0,"Seizoen 2016","Runner Up"
1384,"TIMMERMANS Kaj, HCA",1,2-2,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0-0,3.12,1-1,3-3,1,1/0,0,17.1,6,0.266,4,0,"Seizoen 2016","Runner Up"
1385,"VEEN v Kevin, UVV",0.667,1-1,3,0,2,0,0,0,2,2,0.667,0,0,1,0,0.667,0,0,0-0,2.13,0-1,5-0,0,0/0,0,12.2,3,0.292,1,0,"Seizoen 2016","Runner Up"
1386,"MELIS Damian, DSS",0.667,2-1,3,0,2,0,0,0,0,2,0.667,0,1,1,0,0.75,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1387,"COMENENCIA Cecil, UVV",0.5,4-2,8,3,4,0,0,0,1,4,0.5,0,2,1,0,0.6,0,0,3-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1388,"RIP Julian, UVV",0.5,1-0,2,2,1,0,0,0,0,1,0.5,0,0,0,0,0.5,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1389,"ERICKSON Matt, UVV",0.5,1-1,2,2,1,0,1,0,0,3,1.5,1,0,0,0,0.667,0,0,0-0,1.8,2-0,5-0,0,0/0,1,10,2,0.263,0,0,"Seizoen 2016","Runner Up"
1390,"ANCUM v Timo, UVV",0.5,1-1,2,0,1,0,0,0,0,1,0.5,0,0,0,0,0.5,0,0,0-0,6.57,0-0,3-3,0,0/0,0,12.1,9,0.275,1,0,"Seizoen 2016","Runner Up"
1391,"GOINS Julian, HCA",0.429,2-2,7,3,3,1,0,0,0,4,0.571,1,0,1,0,0.5,0,0,3-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1392,"MOLENAAR Mick, TWI",0.4,3-0,5,2,2,0,0,0,0,2,0.4,1,0,2,0,0.5,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1393,"TREMUS Shurty, TWI",0.364,6-5,22,2,8,3,0,0,4,11,0.5,2,0,5,0,0.417,0,0,1-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1394,"ILLIS Jordan, UVV",0.333,6-1,15,1,5,1,0,0,2,6,0.4,0,0,2,0,0.333,0,0,2-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1395,"KARPER, TWI",0.333,1-1,3,0,1,0,0,0,0,1,0.333,0,0,1,0,0.333,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1396,"RUBEN Berend, UVV",0.316,6-4,19,3,6,1,0,0,1,7,0.368,1,0,3,0,0.35,0,1,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1397,"BEEKE vd Ties, DSS",0.308,4-4,13,2,4,1,0,0,4,5,0.385,3,1,1,1,0.471,0,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1398,"GROOTEN Bram, TWI",0.286,3-3,7,0,2,0,0,0,0,2,0.286,2,0,0,1,0.444,0,1,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1399,"TAKKE Tijmen, UVV",0.286,2-1,7,0,2,1,0,0,4,3,0.429,1,0,3,0,0.375,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1400,"JONGERIUS Norbert, UVV",0.25,6-5,20,1,5,0,0,0,3,5,0.25,0,1,5,0,0.286,0,0,4-5,54,0-1,1-0,0,0/0,0,0.1,2,0,1,0,"Seizoen 2016","Runner Up"
1401,"WILLIAMS Omar, UVV",0.25,7-5,16,3,4,0,0,0,1,4,0.25,5,1,4,0,0.455,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1402,"KIM Tristan, DSS",0.25,5-4,12,1,3,1,0,0,0,4,0.333,2,0,2,1,0.357,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1403,"KOSTER Dylan, HCA",0.25,2-1,4,0,1,0,0,0,1,1,0.25,0,0,0,0,0.2,1,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1404,"HEUS Joffrey, DSS",0.235,7-6,17,1,4,0,0,0,0,4,0.235,1,0,0,2,0.278,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1405,"HALDERMAN Koen, DSS",0.231,4-4,13,5,3,1,0,0,0,4,0.308,5,0,1,0,0.444,0,0,2-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1406,"ANTHONY Adrian, TWI",0.222,6-5,18,2,4,2,0,0,2,6,0.333,2,0,4,0,0.3,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1407,"FROLIJK Gianni, HCA",0.2,6-6,15,2,3,1,0,0,2,4,0.267,3,0,4,0,0.316,1,0,0-1,9,0-0,1-0,0,0/0,0,1,1,0.333,1,0,"Seizoen 2016","Runner Up"
1408,"VISSER Seb, DSS",0.2,8-3,15,1,3,0,0,0,2,3,0.2,2,1,2,0,0.333,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1409,"SELASSA Delano, HCA",0.2,3-2,10,1,2,0,0,0,0,2,0.2,1,0,1,0,0.273,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1410,"LENTING Menno, DSS",0.19,5-5,21,2,4,1,0,0,0,5,0.238,3,0,4,0,0.292,0,0,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1411,"HANEGRAAFF Bart, TWI",0.176,6-5,17,2,3,1,0,0,2,4,0.235,2,3,2,0,0.364,0,0,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1412,"PRINS Ruben, DSS",0.143,5-5,14,1,2,0,0,0,0,2,0.143,2,1,3,1,0.294,0,1,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1413,"GE Christopher, TWI",0.118,6-6,17,2,2,1,0,0,1,3,0.176,4,1,4,2,0.304,1,1,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1414,"JANSSENS Stijn, TWI",0.111,5-2,9,3,1,0,0,0,4,1,0.111,2,1,0,0,0.308,1,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1416,"KEMPEN, TWI",0,1-1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1417,"LITH v Gilian, UVV",0,1-1,3,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0-0,7,0-1,4-1,0,0/0,0,9,7,0.278,0,0,"Seizoen 2016","Runner Up"
1418,"STEENWIJK Thijs, UVV",0,1-0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0-0,7.71,1-1,3-1,0,0/0,0,2.1,2,0.286,1,0,"Seizoen 2016","Runner Up"
1419,"BALLEGOOY v Joris, UVV",0,1-1,2,2,0,0,0,0,0,0,0,2,0,1,0,0.5,0,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1420,"MARTINA Jarreau, TWI",0,2-0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1421,"SANDEN vd Tommy, DSS",0,1-0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1422,"LATTA Matthew, TWI",0,2-0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0-0,27,0-1,3-0,0,0/1,0,1.1,4,0.556,0,0,"Seizoen 2016","Runner Up"
1423,"GEESTMAN Kevin, DSS",0,1-0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0-0,7.2,0-1,3-0,0,0/0,0,5,4,0.286,2,0,"Seizoen 2016","Runner Up"
1424,"HALDERMAN Daan, DSS",0,3-0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1425,"TENSEN Giovanni, HCA",0,1-0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0-0,1.12,0-0,2-1,0,0/0,0,8,1,0.148,0,0,"Seizoen 2016","Runner Up"
1426,"DELAMARRE Ian, HCA",0,1-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0-0,1.08,3-0,3-2,0,0/0,0,16.2,2,0.206,0,0,"Seizoen 2016","Runner Up"
1427,"HEIJMAN Rick, UVV",0,1-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0-0,5.79,0-0,3-0,0,0/0,0,4.2,3,0.294,1,0,"Seizoen 2016","Runner Up"
1428,"ZEGWAART Pascal, HCA",0,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2016","Runner Up"
1429,"MORENO Jose, UVV",0,1-0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0-0,3,1-0,3-1,0,0/0,0,6,2,0.37,0,1,"Seizoen 2016","Runner Up"
1430,"TIMMER Floris, TWI",0,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,27,0-0,1-0,0,0/0,0,0.1,1,0.333,0,0,"Seizoen 2016","Runner Up"
1431,"PLOEGSTRA Max, DSS",0,1-0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0-0,11.25,0-0,3-0,0,0/0,0,4,5,0.5,1,1,"Seizoen 2016","Runner Up"
1432,"JONG de Bas, AMS",0.369,42-42,168,35,62,12,4,2,34,NULL,NULL,10,2,12,NULL,NULL,NULL,NULL,12-13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1433,"ISENIA Percy, AMS",0.368,40-39,136,24,50,7,0,2,26,NULL,NULL,18,1,10,NULL,NULL,NULL,NULL,1-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1434,"DRAIJER Remco, KIN",0.362,42-41,130,32,47,5,3,1,21,NULL,NULL,33,2,9,NULL,NULL,NULL,NULL,4-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1435,"ORTEZ Philip, PIO",0.361,42-42,169,41,61,11,3,1,27,NULL,NULL,19,5,19,NULL,NULL,NULL,NULL,3-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1436,"BERKENBOSCH Kenny, AMS",0.359,38-38,128,34,46,7,0,2,17,NULL,NULL,25,5,6,NULL,NULL,NULL,NULL,8-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1437,"ROOI Vince, PIO",0.357,42-42,154,37,55,10,2,3,32,NULL,NULL,31,3,8,NULL,NULL,NULL,NULL,1-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1438,"HATO Bjorn, AMS",0.346,35-24,104,23,36,1,2,1,20,NULL,NULL,10,0,11,NULL,NULL,NULL,NULL,8-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1439,"LEGITO Raily, NEP",0.346,34-34,133,23,46,13,0,2,25,NULL,NULL,21,2,10,NULL,NULL,NULL,NULL,11-17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1440,"DUURSMA Mark, PIO",0.336,38-38,131,29,44,9,0,0,23,NULL,NULL,17,3,11,NULL,NULL,NULL,NULL,3-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1441,"DILLE Benjamin, NEP",0.327,41-41,162,36,53,19,2,0,28,NULL,NULL,16,2,6,NULL,NULL,NULL,NULL,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1442,"ROMBLEY Danny, PIO",0.325,42-42,163,42,53,11,1,3,28,NULL,NULL,24,7,24,NULL,NULL,NULL,NULL,12-13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1443,"BALENTINA Ramiro, KIN",0.32,34-34,147,32,47,17,2,1,35,NULL,NULL,6,2,20,NULL,NULL,NULL,NULL,3-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1444,"DAANTJI Shaldimar, NEP",0.319,41-41,144,43,46,11,6,1,27,NULL,NULL,15,3,22,NULL,NULL,NULL,NULL,11-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1445,"CREMER Rene, KIN",0.318,40-39,157,44,50,8,2,1,30,NULL,NULL,16,18,26,NULL,NULL,NULL,NULL,12-19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1446,"KEMP Urving, HWK",0.317,42-40,145,20,46,14,2,0,14,NULL,NULL,24,1,19,NULL,NULL,NULL,NULL,3-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1447,"RUBEN Berend, HWK",0.308,36-31,107,16,33,6,0,0,12,NULL,NULL,11,5,24,NULL,NULL,NULL,NULL,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1448,"KEMP Dwayne, NEP",0.308,40-40,156,33,48,7,2,1,38,NULL,NULL,12,0,19,NULL,NULL,NULL,NULL,16-17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1449,"GARIO Mervin, KIN",0.306,39-39,124,27,38,6,0,0,9,NULL,NULL,25,12,23,NULL,NULL,NULL,NULL,4-7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1450,"DIRKSEN Kevin, PIO",0.306,38-37,124,24,38,5,2,3,34,NULL,NULL,25,2,11,NULL,NULL,NULL,NULL,3-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1451,"AUSSEMS Jesse, AMS",0.304,37-33,112,25,34,3,1,1,13,NULL,NULL,20,3,16,NULL,NULL,NULL,NULL,3-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1452,"SAMBOE Giovannie, UVV",0.301,33-31,103,8,31,5,0,0,7,NULL,NULL,10,4,18,NULL,NULL,NULL,NULL,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1453,"FLANEGIN De, PIO",0.3,32-26,100,12,30,5,0,0,17,NULL,NULL,11,2,9,NULL,NULL,NULL,NULL,2-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1454,"KLOOSTER van t Dirk, KIN",0.299,41-41,177,36,53,9,2,0,25,NULL,NULL,19,1,12,NULL,NULL,NULL,NULL,4-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1455,"MOORMAN Mark-Jan, PIO",0.299,36-35,117,23,35,7,1,2,26,NULL,NULL,25,7,17,NULL,NULL,NULL,NULL,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1456,"DONSELAAR van Berry, HWK",0.298,41-35,131,12,39,4,0,3,24,NULL,NULL,10,2,36,NULL,NULL,NULL,NULL,1-3,18,0-0,1-0,0,0/0,0,1,2,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1457,"ENGELHARDT Bryan, KIN",0.296,34-32,125,25,37,2,0,6,29,NULL,NULL,20,1,20,NULL,NULL,NULL,NULL,11-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1458,"KEIJZER Jasper, HCA",0.296,30-27,98,18,29,1,1,0,7,NULL,NULL,8,8,17,NULL,NULL,NULL,NULL,2-7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1459,"NOOIJ Bas, AMS",0.295,35-31,122,23,36,11,0,0,12,NULL,NULL,9,6,27,NULL,NULL,NULL,NULL,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1460,"WHARWOOD Steven, HWK",0.295,31-31,112,13,33,1,1,0,17,NULL,NULL,10,3,22,NULL,NULL,NULL,NULL,1-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1461,"MARTIS Sergino, HCA",0.292,35-34,113,14,33,6,0,0,15,NULL,NULL,12,5,28,NULL,NULL,NULL,NULL,4-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1462,"CROES Linoy, HCA",0.291,41-41,158,20,46,4,1,1,21,NULL,NULL,15,1,33,NULL,NULL,NULL,NULL,16-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1463,"BOEKHOUDT Gianison, NEP",0.288,42-42,163,38,47,8,1,5,36,NULL,NULL,34,1,43,NULL,NULL,NULL,NULL,11-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1464,"JONGERIUS Norbert, UVV",0.284,40-40,155,23,44,8,2,0,15,NULL,NULL,12,4,22,NULL,NULL,NULL,NULL,6-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1465,"CROES Zerzinho, PIO",0.283,35-35,152,26,43,4,0,0,19,NULL,NULL,6,0,16,NULL,NULL,NULL,NULL,4-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1466,"SELTENRIJCH Roy, KIN",0.282,31-29,103,20,29,6,0,0,26,NULL,NULL,10,4,15,NULL,NULL,NULL,NULL,5-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1467,"GERARD Rashid, AMS",0.28,39-37,132,22,37,10,1,0,24,NULL,NULL,11,0,6,NULL,NULL,NULL,NULL,2-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1468,"QUINT de Dennis, UVV",0.28,42-42,132,17,37,4,2,0,17,NULL,NULL,20,11,32,NULL,NULL,NULL,NULL,11-17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1469,"CUBA de Quintin, KIN",0.273,38-37,132,20,36,6,1,4,29,NULL,NULL,22,5,12,NULL,NULL,NULL,NULL,2-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1470,"LATTE Jesus, HCA",0.27,39-37,141,13,38,7,0,0,9,NULL,NULL,10,3,9,NULL,NULL,NULL,NULL,3-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1471,"JOZEFA Rafael, NEP",0.269,42-42,156,23,42,5,0,1,30,NULL,NULL,20,5,22,NULL,NULL,NULL,NULL,3-7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1472,"CONNOR Wesley, AMS",0.267,30-28,105,21,28,5,1,2,22,NULL,NULL,12,1,17,NULL,NULL,NULL,NULL,1-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1473,"ARENDS Jeffrey, KIN",0.258,41-41,155,30,40,13,1,2,32,NULL,NULL,20,3,15,NULL,NULL,NULL,NULL,1-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1474,"BRUIJN de Bob, HWK",0.255,31-29,110,15,28,7,1,0,15,NULL,NULL,8,2,26,NULL,NULL,NULL,NULL,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1475,"LOPEZ Gyenuar, NEP",0.255,31-30,110,30,28,3,2,0,14,NULL,NULL,20,1,13,NULL,NULL,NULL,NULL,11-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1476,"ANTHONY Adrian, NEP",0.252,39-37,119,25,30,6,2,0,16,NULL,NULL,30,1,26,NULL,NULL,NULL,NULL,3-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
1477,"HEYDOORN van Rudy, NEP",0.252,34-34,119,25,30,8,0,3,21,NULL,NULL,19,2,24,NULL,NULL,NULL,NULL,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2013",Hoofdklasse
